gene,relationship,MF
26986,GpMF,GO:0008494
23304,GpMF,GO:0061630
27297,GpMF,GO:0008528
8360,GpMF,GO:0032452
80204,GpMF,GO:0008170
55503,GpMF,GO:0022891
6894,GpMF,GO:0016741
8542,GpMF,GO:0022891
116519,GpMF,GO:0070405
1340,GpMF,GO:0008324
6541,GpMF,GO:0015189
64137,GpMF,GO:0015248
9618,GpMF,GO:0044389
678,GpMF,GO:0003730
55915,GpMF,GO:0008289
7204,GpMF,GO:0005088
1351,GpMF,GO:0016491
5172,GpMF,GO:0015267
6775,GpMF,GO:1990837
84033,GpMF,GO:0016773
245972,GpMF,GO:0022890
1759,GpMF,GO:0005525
204851,GpMF,GO:0016772
1871,GpMF,GO:0000975
4534,GpMF,GO:0004438
6774,GpMF,GO:0031730
9350,GpMF,GO:0019955
190,GpMF,GO:0003707
5826,GpMF,GO:0015399
6392,GpMF,GO:0046906
3066,GpMF,GO:0016811
6936,GpMF,GO:0000978
1499,GpMF,GO:0046332
5728,GpMF,GO:0052744
10536,GpMF,GO:0051213
100528032,GpMF,GO:0030246
2059,GpMF,GO:0048365
65122,GpMF,GO:0051427
254240,GpMF,GO:0008289
3418,GpMF,GO:0016614
55605,GpMF,GO:0032403
1573,GpMF,GO:0070330
5281,GpMF,GO:0016772
801,GpMF,GO:0008179
9368,GpMF,GO:0008013
5873,GpMF,GO:0003924
10096,GpMF,GO:0005200
116071,GpMF,GO:0000981
2329,GpMF,GO:0016705
1407,GpMF,GO:0003690
11146,GpMF,GO:0055105
5914,GpMF,GO:0051393
10488,GpMF,GO:0000982
83442,GpMF,GO:0008047
221120,GpMF,GO:0005506
10933,GpMF,GO:0047485
4659,GpMF,GO:0019901
56952,GpMF,GO:0000287
7439,GpMF,GO:0005254
9356,GpMF,GO:0015297
5569,GpMF,GO:0004862
8273,GpMF,GO:0008509
6663,GpMF,GO:0000987
316,GpMF,GO:0016623
2894,GpMF,GO:0022891
6513,GpMF,GO:0022891
148170,GpMF,GO:0017016
10499,GpMF,GO:0003712
51010,GpMF,GO:0000175
540,GpMF,GO:0016820
402381,GpMF,GO:0001012
23316,GpMF,GO:0000981
8800,GpMF,GO:0042803
3234,GpMF,GO:0000975
4778,GpMF,GO:0001067
1108,GpMF,GO:0000980
6017,GpMF,GO:0019840
267,GpMF,GO:0034450
1262,GpMF,GO:0030553
2296,GpMF,GO:0008301
1146,GpMF,GO:0022838
3758,GpMF,GO:0015267
348,GpMF,GO:0017127
4668,GpMF,GO:0016798
389114,GpMF,GO:0000989
29078,GpMF,GO:0005516
860,GpMF,GO:0003690
10818,GpMF,GO:1990782
909,GpMF,GO:0033218
516,GpMF,GO:0015078
441234,GpMF,GO:0001159
5310,GpMF,GO:0030246
476,GpMF,GO:0016817
159963,GpMF,GO:0008028
120103,GpMF,GO:0008514
9553,GpMF,GO:0005198
6583,GpMF,GO:0015226
27183,GpMF,GO:0008022
221395,GpMF,GO:0004930
22953,GpMF,GO:0005216
340351,GpMF,GO:0070011
153201,GpMF,GO:0015295
5026,GpMF,GO:0022857
5032,GpMF,GO:0001609
57689,GpMF,GO:0019207
6331,GpMF,GO:0005244
9194,GpMF,GO:0022857
3561,GpMF,GO:0004911
6309,GpMF,GO:0016491
6242,GpMF,GO:0060589
55785,GpMF,GO:0005088
79739,GpMF,GO:0070740
2637,GpMF,GO:0044212
3690,GpMF,GO:0016860
84864,GpMF,GO:0001191
10513,GpMF,GO:0003774
257218,GpMF,GO:0016817
9575,GpMF,GO:0004402
388121,GpMF,GO:0005548
7326,GpMF,GO:0061631
4218,GpMF,GO:0016817
9296,GpMF,GO:0046961
23155,GpMF,GO:0005254
8725,GpMF,GO:0000989
11214,GpMF,GO:0005198
170261,GpMF,GO:0003713
121391,GpMF,GO:1990254
123041,GpMF,GO:0072509
23031,GpMF,GO:0016301
348932,GpMF,GO:0015294
6517,GpMF,GO:1901476
259173,GpMF,GO:0005096
57731,GpMF,GO:0019902
9242,GpMF,GO:0001227
50801,GpMF,GO:0015075
9495,GpMF,GO:0051018
11201,GpMF,GO:0003887
2729,GpMF,GO:0000287
7320,GpMF,GO:0061630
6622,GpMF,GO:0048487
219473,GpMF,GO:0004930
23114,GpMF,GO:0019904
6355,GpMF,GO:0005125
117155,GpMF,GO:0022890
3801,GpMF,GO:0008092
114571,GpMF,GO:0099516
254531,GpMF,GO:0016407
23409,GpMF,GO:0016763
50674,GpMF,GO:0001159
10402,GpMF,GO:0016757
170506,GpMF,GO:0017111
9975,GpMF,GO:0004879
113278,GpMF,GO:0032217
4322,GpMF,GO:0001968
79711,GpMF,GO:0008565
9451,GpMF,GO:0004674
57835,GpMF,GO:0015075
9693,GpMF,GO:0005096
23623,GpMF,GO:0008092
11095,GpMF,GO:0005178
2569,GpMF,GO:0015267
1311,GpMF,GO:0005201
3791,GpMF,GO:0016301
147906,GpMF,GO:0051018
1468,GpMF,GO:0008509
7416,GpMF,GO:0022803
23268,GpMF,GO:0005088
7589,GpMF,GO:0044212
127281,GpMF,GO:0016491
2805,GpMF,GO:0031406
9097,GpMF,GO:0004857
131870,GpMF,GO:0005525
5905,GpMF,GO:0005096
402,GpMF,GO:0004857
5327,GpMF,GO:0004175
3627,GpMF,GO:0019207
1385,GpMF,GO:0001077
4998,GpMF,GO:0003682
4913,GpMF,GO:0004519
100528062,GpMF,GO:0001540
1553,GpMF,GO:0008392
656,GpMF,GO:0005125
26960,GpMF,GO:0019900
3769,GpMF,GO:0022843
56907,GpMF,GO:0003779
10409,GpMF,GO:0001067
6502,GpMF,GO:0004842
8091,GpMF,GO:0004536
169522,GpMF,GO:0005261
100287478,GpMF,GO:0036459
8361,GpMF,GO:0046982
81792,GpMF,GO:0008233
10347,GpMF,GO:0022804
23620,GpMF,GO:0004930
6236,GpMF,GO:0016817
80833,GpMF,GO:0008289
599,GpMF,GO:0042803
79158,GpMF,GO:0016772
114803,GpMF,GO:0000988
126789,GpMF,GO:0016866
4830,GpMF,GO:0005525
9079,GpMF,GO:0000989
26279,GpMF,GO:0004620
26100,GpMF,GO:0080025
1382,GpMF,GO:0019840
59348,GpMF,GO:0001067
944,GpMF,GO:0005125
95,GpMF,GO:0004046
390201,GpMF,GO:0004930
6534,GpMF,GO:0015294
138639,GpMF,GO:0016788
5408,GpMF,GO:0016298
7029,GpMF,GO:0000981
30009,GpMF,GO:0044212
4953,GpMF,GO:0042803
5288,GpMF,GO:0035004
5283,GpMF,GO:0016758
441168,GpMF,GO:0008324
5138,GpMF,GO:0015075
4649,GpMF,GO:0016817
11107,GpMF,GO:1990837
668,GpMF,GO:0044212
5408,GpMF,GO:0004620
7030,GpMF,GO:0001159
84275,GpMF,GO:0015932
5132,GpMF,GO:0016763
3945,GpMF,GO:0016614
114882,GpMF,GO:0070273
4552,GpMF,GO:0016723
9563,GpMF,GO:0050661
6541,GpMF,GO:0022891
10298,GpMF,GO:0016773
5597,GpMF,GO:0004674
2767,GpMF,GO:0017111
9363,GpMF,GO:0005525
6175,GpMF,GO:0005198
9365,GpMF,GO:0043178
55214,GpMF,GO:0019797
3761,GpMF,GO:0015079
51341,GpMF,GO:0035035
25932,GpMF,GO:0015108
721,GpMF,GO:0030246
55614,GpMF,GO:0003777
8001,GpMF,GO:0031406
10602,GpMF,GO:0008092
360200,GpMF,GO:0017171
29966,GpMF,GO:0070016
64924,GpMF,GO:0022891
144455,GpMF,GO:1990837
100507055,GpMF,GO:0008047
3630,GpMF,GO:0005179
9986,GpMF,GO:0004222
1536,GpMF,GO:0022857
5169,GpMF,GO:0016462
5867,GpMF,GO:0008047
252969,GpMF,GO:0016798
5889,GpMF,GO:0016818
3159,GpMF,GO:0004536
348980,GpMF,GO:0022838
171024,GpMF,GO:0071889
6539,GpMF,GO:0046943
9443,GpMF,GO:0003712
3199,GpMF,GO:0000981
9351,GpMF,GO:0005198
196074,GpMF,GO:0008649
11232,GpMF,GO:0016874
11096,GpMF,GO:0070011
255738,GpMF,GO:0030545
6150,GpMF,GO:0003735
27012,GpMF,GO:0015459
8621,GpMF,GO:0004674
340351,GpMF,GO:0008233
9407,GpMF,GO:0004252
343406,GpMF,GO:0004984
8630,GpMF,GO:0016229
10220,GpMF,GO:0005126
11160,GpMF,GO:0043178
132243,GpMF,GO:0043566
23616,GpMF,GO:0005096
8787,GpMF,GO:0060589
2494,GpMF,GO:1990837
1811,GpMF,GO:0015075
55749,GpMF,GO:0001067
23620,GpMF,GO:0008528
257068,GpMF,GO:0008081
5318,GpMF,GO:0098631
4528,GpMF,GO:0019001
113622,GpMF,GO:0003875
56254,GpMF,GO:0031625
420,GpMF,GO:0016763
55607,GpMF,GO:0019900
1962,GpMF,GO:0016616
131405,GpMF,GO:0035198
59340,GpMF,GO:0008227
284697,GpMF,GO:0044212
139285,GpMF,GO:1904713
64806,GpMF,GO:0005125
3790,GpMF,GO:0016247
23132,GpMF,GO:0016818
3620,GpMF,GO:0016701
9515,GpMF,GO:0005096
8325,GpMF,GO:0030165
443,GpMF,GO:0016788
5007,GpMF,GO:0032934
140883,GpMF,GO:0000981
1289,GpMF,GO:0005198
7021,GpMF,GO:0004869
57576,GpMF,GO:0016462
58488,GpMF,GO:0031210
2516,GpMF,GO:0044212
6419,GpMF,GO:0043566
488,GpMF,GO:0015085
23413,GpMF,GO:0022843
22895,GpMF,GO:0070679
441061,GpMF,GO:0016874
55811,GpMF,GO:0051117
8659,GpMF,GO:0016903
84883,GpMF,GO:0004174
164714,GpMF,GO:0016879
688,GpMF,GO:0000977
64377,GpMF,GO:0016782
390980,GpMF,GO:0001012
53834,GpMF,GO:1901681
431705,GpMF,GO:0070011
55909,GpMF,GO:0008093
5104,GpMF,GO:0031406
9854,GpMF,GO:0033218
5347,GpMF,GO:0019901
9056,GpMF,GO:0005342
3146,GpMF,GO:0070491
53828,GpMF,GO:0008324
3755,GpMF,GO:0015075
10786,GpMF,GO:0015077
10349,GpMF,GO:0042626
940,GpMF,GO:0019900
90678,GpMF,GO:0061630
11260,GpMF,GO:0008536
6495,GpMF,GO:0000977
2064,GpMF,GO:0016772
387601,GpMF,GO:0008514
6007,GpMF,GO:0022857
347051,GpMF,GO:0015294
6536,GpMF,GO:0005326
310,GpMF,GO:0005544
64789,GpMF,GO:0008408
8975,GpMF,GO:0032403
283989,GpMF,GO:0016894
23158,GpMF,GO:0008047
1844,GpMF,GO:0016788
3164,GpMF,GO:0098531
9212,GpMF,GO:0035174
7416,GpMF,GO:0022832
51193,GpMF,GO:0000975
10235,GpMF,GO:0005509
10861,GpMF,GO:0005216
3557,GpMF,GO:0019838
4504,GpMF,GO:0004857
8019,GpMF,GO:0003682
2986,GpMF,GO:0004383
10370,GpMF,GO:0001076
55567,GpMF,GO:0016817
478,GpMF,GO:0016817
100134444,GpMF,GO:0015077
6010,GpMF,GO:0008289
401666,GpMF,GO:0004930
6568,GpMF,GO:0022890
6284,GpMF,GO:0017134
7490,GpMF,GO:0000975
339967,GpMF,GO:0008233
8613,GpMF,GO:0016791
1327,GpMF,GO:0015002
6776,GpMF,GO:0001047
8317,GpMF,GO:0016301
8204,GpMF,GO:0003712
23623,GpMF,GO:0035591
22875,GpMF,GO:0016817
10451,GpMF,GO:0008047
115827,GpMF,GO:0016462
1193,GpMF,GO:0022857
6595,GpMF,GO:0003713
8973,GpMF,GO:0042165
5873,GpMF,GO:0017111
122970,GpMF,GO:0052689
9900,GpMF,GO:0019900
2906,GpMF,GO:0022838
5582,GpMF,GO:0004672
4504,GpMF,GO:0004866
5257,GpMF,GO:0004672
11144,GpMF,GO:0008094
64412,GpMF,GO:0001012
64506,GpMF,GO:0017091
55718,GpMF,GO:0016772
5207,GpMF,GO:0042578
2958,GpMF,GO:0046982
284119,GpMF,GO:0019843
7832,GpMF,GO:0001078
57192,GpMF,GO:0015075
2194,GpMF,GO:0004315
7097,GpMF,GO:0008289
1540,GpMF,GO:0070064
23566,GpMF,GO:0070915
10749,GpMF,GO:0016817
10657,GpMF,GO:0070717
4052,GpMF,GO:0005024
6522,GpMF,GO:0022857
10397,GpMF,GO:0045296
51187,GpMF,GO:0003735
763,GpMF,GO:0016835
1580,GpMF,GO:0016712
8529,GpMF,GO:0008392
10413,GpMF,GO:0070064
7036,GpMF,GO:0001948
54764,GpMF,GO:0032182
9832,GpMF,GO:0032403
10014,GpMF,GO:0034979
8751,GpMF,GO:0070011
51776,GpMF,GO:0005057
57491,GpMF,GO:0001076
51802,GpMF,GO:0022838
56852,GpMF,GO:0004842
10940,GpMF,GO:0016891
169436,GpMF,GO:0016301
51621,GpMF,GO:0001077
493,GpMF,GO:0015085
170302,GpMF,GO:0000980
148022,GpMF,GO:0019901
6373,GpMF,GO:1901681
59285,GpMF,GO:0008324
5253,GpMF,GO:0005506
134083,GpMF,GO:0004930
55803,GpMF,GO:0030695
5396,GpMF,GO:0019904
9692,GpMF,GO:0004519
1445,GpMF,GO:0070064
22930,GpMF,GO:0017016
79572,GpMF,GO:0043492
343,GpMF,GO:1901618
54431,GpMF,GO:0001671
7014,GpMF,GO:0042162
10991,GpMF,GO:0008514
54600,GpMF,GO:0019840
55284,GpMF,GO:0031625
476,GpMF,GO:0042578
390075,GpMF,GO:0004930
8821,GpMF,GO:0034594
84888,GpMF,GO:0004190
9804,GpMF,GO:0008320
5702,GpMF,GO:0017111
2639,GpMF,GO:0048037
7023,GpMF,GO:0001077
116071,GpMF,GO:0000976
3620,GpMF,GO:0033754
23081,GpMF,GO:0050681
51106,GpMF,GO:0000179
730291,GpMF,GO:1990837
9604,GpMF,GO:0004842
347365,GpMF,GO:0004867
8714,GpMF,GO:0016462
492,GpMF,GO:0016817
64714,GpMF,GO:0016491
153090,GpMF,GO:0019903
3276,GpMF,GO:0019900
9956,GpMF,GO:0034483
533,GpMF,GO:0016817
8661,GpMF,GO:0005198
64816,GpMF,GO:0016712
57185,GpMF,GO:0022891
138474,GpMF,GO:0016746
10463,GpMF,GO:0015075
7022,GpMF,GO:0001077
7543,GpMF,GO:0003713
353500,GpMF,GO:0005125
6326,GpMF,GO:0015081
10776,GpMF,GO:0019208
55904,GpMF,GO:0008168
7057,GpMF,GO:0072341
3766,GpMF,GO:0022857
57030,GpMF,GO:0015172
27290,GpMF,GO:0004857
9013,GpMF,GO:0000976
2771,GpMF,GO:0003924
6657,GpMF,GO:1990837
642,GpMF,GO:0004177
5169,GpMF,GO:0004527
639,GpMF,GO:1990837
3800,GpMF,GO:0008574
8842,GpMF,GO:0050839
80124,GpMF,GO:0004843
4734,GpMF,GO:0061659
59336,GpMF,GO:0008168
56171,GpMF,GO:0003774
496,GpMF,GO:0008556
3192,GpMF,GO:0034046
9159,GpMF,GO:0008236
2145,GpMF,GO:0016741
79009,GpMF,GO:0016818
754,GpMF,GO:0002039
4842,GpMF,GO:0034617
29072,GpMF,GO:0016741
8332,GpMF,GO:0046982
91,GpMF,GO:0046332
3990,GpMF,GO:1901681
30968,GpMF,GO:1901612
1659,GpMF,GO:0003724
8558,GpMF,GO:0016772
6241,GpMF,GO:0004748
7535,GpMF,GO:0004713
65125,GpMF,GO:0019869
64926,GpMF,GO:0060589
283238,GpMF,GO:0008509
9424,GpMF,GO:0015267
80341,GpMF,GO:0008289
7080,GpMF,GO:0001012
6538,GpMF,GO:0005326
84617,GpMF,GO:0016817
441509,GpMF,GO:0022891
145814,GpMF,GO:0008233
55733,GpMF,GO:0016746
8604,GpMF,GO:0005310
6553,GpMF,GO:0015385
79784,GpMF,GO:0000146
9572,GpMF,GO:0044212
9971,GpMF,GO:0001158
5469,GpMF,GO:0030331
1381,GpMF,GO:0019840
23152,GpMF,GO:0003682
26268,GpMF,GO:0004842
6167,GpMF,GO:0003735
339,GpMF,GO:0019239
9572,GpMF,GO:0000989
832,GpMF,GO:0003779
2997,GpMF,GO:0008194
5437,GpMF,GO:0001055
5976,GpMF,GO:0004004
1576,GpMF,GO:0016705
27000,GpMF,GO:0031072
5021,GpMF,GO:0017046
5104,GpMF,GO:0043178
2170,GpMF,GO:0031406
5589,GpMF,GO:0005080
2246,GpMF,GO:0030544
54961,GpMF,GO:0016788
566,GpMF,GO:0017171
1029,GpMF,GO:0055103
4129,GpMF,GO:0050660
120103,GpMF,GO:0022858
30820,GpMF,GO:0015077
54700,GpMF,GO:1990837
54457,GpMF,GO:0008134
3190,GpMF,GO:0001077
9905,GpMF,GO:0030234
10841,GpMF,GO:0072341
3151,GpMF,GO:0032403
65018,GpMF,GO:0043422
54577,GpMF,GO:0019901
9424,GpMF,GO:0022841
6531,GpMF,GO:0022891
55218,GpMF,GO:0016788
51174,GpMF,GO:0019001
84166,GpMF,GO:0001047
9968,GpMF,GO:0001012
5430,GpMF,GO:0034062
3312,GpMF,GO:0042623
54331,GpMF,GO:0031681
317781,GpMF,GO:0016817
28232,GpMF,GO:0022804
7546,GpMF,GO:0043566
6324,GpMF,GO:0005272
203859,GpMF,GO:0015075
339105,GpMF,GO:0017171
220032,GpMF,GO:0008889
55308,GpMF,GO:0016818
6511,GpMF,GO:0015075
5501,GpMF,GO:0047485
54707,GpMF,GO:0005525
2741,GpMF,GO:0022891
9550,GpMF,GO:0022804
4993,GpMF,GO:0004930
5536,GpMF,GO:0016788
3418,GpMF,GO:0000287
2623,GpMF,GO:0001047
56479,GpMF,GO:0005267
6580,GpMF,GO:1901618
414062,GpMF,GO:0008009
55200,GpMF,GO:0030695
9113,GpMF,GO:0016773
4552,GpMF,GO:0030586
2850,GpMF,GO:0004930
3739,GpMF,GO:0008324
6728,GpMF,GO:0008312
6927,GpMF,GO:0000982
2147,GpMF,GO:0070011
117245,GpMF,GO:0016410
57658,GpMF,GO:0000989
3292,GpMF,GO:0047035
83452,GpMF,GO:0019001
26577,GpMF,GO:0061134
51495,GpMF,GO:0018812
3215,GpMF,GO:0035326
51127,GpMF,GO:0060090
3758,GpMF,GO:0015079
51056,GpMF,GO:0008237
6605,GpMF,GO:0016410
7486,GpMF,GO:0003678
8733,GpMF,GO:0035091
132864,GpMF,GO:0035925
55190,GpMF,GO:0016462
8892,GpMF,GO:0005085
4913,GpMF,GO:0003690
5902,GpMF,GO:0031267
116443,GpMF,GO:0031406
11232,GpMF,GO:0034061
1811,GpMF,GO:0046943
54840,GpMF,GO:0004536
2626,GpMF,GO:0019900
1080,GpMF,GO:0030165
4087,GpMF,GO:0033613
1408,GpMF,GO:0001067
3758,GpMF,GO:0022803
776,GpMF,GO:0005216
392636,GpMF,GO:0004497
23007,GpMF,GO:0004629
8521,GpMF,GO:0001012
57030,GpMF,GO:0005342
50943,GpMF,GO:0051525
146850,GpMF,GO:0052813
85443,GpMF,GO:0016301
23303,GpMF,GO:0008017
54472,GpMF,GO:0031625
2557,GpMF,GO:0005230
23281,GpMF,GO:0015631
158471,GpMF,GO:0004309
488,GpMF,GO:0072509
6403,GpMF,GO:0048029
643847,GpMF,GO:0004190
7023,GpMF,GO:0001159
23095,GpMF,GO:0008017
2895,GpMF,GO:0022834
3099,GpMF,GO:0048029
56923,GpMF,GO:0008528
478,GpMF,GO:0022804
23400,GpMF,GO:0022804
2170,GpMF,GO:0050543
6596,GpMF,GO:0000978
55295,GpMF,GO:0019787
280658,GpMF,GO:0000989
1398,GpMF,GO:0030674
10531,GpMF,GO:0008047
113829,GpMF,GO:0015293
79800,GpMF,GO:1990837
102723859,GpMF,GO:0005096
3888,GpMF,GO:0030280
6017,GpMF,GO:0019842
4985,GpMF,GO:0033218
3241,GpMF,GO:0005509
23743,GpMF,GO:0008757
2557,GpMF,GO:0005253
9513,GpMF,GO:0003729
442319,GpMF,GO:1990837
2939,GpMF,GO:0004364
2308,GpMF,GO:0019902
306,GpMF,GO:0004857
9100,GpMF,GO:0004197
4653,GpMF,GO:0032027
2847,GpMF,GO:0008528
6098,GpMF,GO:0019902
1789,GpMF,GO:0008168
9270,GpMF,GO:0019900
10003,GpMF,GO:0004177
9114,GpMF,GO:0036442
6601,GpMF,GO:0003713
145482,GpMF,GO:0016627
84679,GpMF,GO:0015075
55250,GpMF,GO:0000988
57176,GpMF,GO:0004832
65125,GpMF,GO:0000287
56890,GpMF,GO:0008092
10370,GpMF,GO:0003712
55361,GpMF,GO:0032403
5649,GpMF,GO:0016301
5441,GpMF,GO:0001055
6495,GpMF,GO:1990837
164,GpMF,GO:0017137
3708,GpMF,GO:0005216
1201,GpMF,GO:0051082
9479,GpMF,GO:0005198
7404,GpMF,GO:0071558
8789,GpMF,GO:0019203
4313,GpMF,GO:0008233
2691,GpMF,GO:0016608
1326,GpMF,GO:0004709
54926,GpMF,GO:0061659
778,GpMF,GO:0022803
9990,GpMF,GO:0008509
89801,GpMF,GO:0019902
283160,GpMF,GO:0004984
4830,GpMF,GO:0016776
26154,GpMF,GO:0043492
6239,GpMF,GO:0044212
2958,GpMF,GO:0003713
92292,GpMF,GO:0016746
8626,GpMF,GO:0001077
5470,GpMF,GO:0005506
7525,GpMF,GO:0016772
51734,GpMF,GO:0016667
8669,GpMF,GO:0008135
414189,GpMF,GO:0030234
6603,GpMF,GO:0043566
4900,GpMF,GO:0035091
84056,GpMF,GO:0032403
57680,GpMF,GO:0042623
83657,GpMF,GO:0016818
284439,GpMF,GO:0022857
23779,GpMF,GO:0005096
9254,GpMF,GO:0022836
54822,GpMF,GO:0004674
221458,GpMF,GO:0008017
153090,GpMF,GO:0035591
51321,GpMF,GO:0008237
114131,GpMF,GO:0051428
9669,GpMF,GO:0008135
114787,GpMF,GO:0051219
3199,GpMF,GO:1990837
196483,GpMF,GO:0008757
285242,GpMF,GO:0005232
83473,GpMF,GO:0016818
5547,GpMF,GO:0004185
128869,GpMF,GO:0051861
10463,GpMF,GO:0008324
3560,GpMF,GO:0019976
1137,GpMF,GO:0070405
9139,GpMF,GO:0003714
1215,GpMF,GO:0004252
26251,GpMF,GO:0005244
8443,GpMF,GO:0047617
57477,GpMF,GO:0051015
11099,GpMF,GO:0016791
1293,GpMF,GO:0030234
2563,GpMF,GO:0008509
23268,GpMF,GO:0005089
7336,GpMF,GO:0004842
578,GpMF,GO:0044325
56413,GpMF,GO:0004953
84295,GpMF,GO:0097110
30818,GpMF,GO:0015267
1359,GpMF,GO:0008233
5469,GpMF,GO:1990837
9568,GpMF,GO:0004930
2978,GpMF,GO:0010851
59285,GpMF,GO:0005244
10370,GpMF,GO:0001105
84168,GpMF,GO:0032403
11116,GpMF,GO:0019210
3654,GpMF,GO:0031072
50808,GpMF,GO:0016776
79918,GpMF,GO:0008276
9440,GpMF,GO:0046966
50944,GpMF,GO:0008022
5322,GpMF,GO:0052689
63826,GpMF,GO:0005509
3823,GpMF,GO:0030246
26260,GpMF,GO:0019787
1545,GpMF,GO:0005506
482,GpMF,GO:0046873
84951,GpMF,GO:0003779
720,GpMF,GO:0061135
280,GpMF,GO:0016160
9619,GpMF,GO:0043492
4088,GpMF,GO:0001159
79153,GpMF,GO:0008081
2101,GpMF,GO:0001012
1182,GpMF,GO:0008308
7454,GpMF,GO:0019900
79444,GpMF,GO:0004869
4692,GpMF,GO:0000981
6357,GpMF,GO:0048020
5991,GpMF,GO:0003690
3831,GpMF,GO:0003774
115708,GpMF,GO:0008175
16,GpMF,GO:0004812
3456,GpMF,GO:0005125
7498,GpMF,GO:0004854
10861,GpMF,GO:0015075
51655,GpMF,GO:0032561
2774,GpMF,GO:0032561
1811,GpMF,GO:0015116
7050,GpMF,GO:0003714
2742,GpMF,GO:0022838
9466,GpMF,GO:0045509
79966,GpMF,GO:0016717
84699,GpMF,GO:0044212
2624,GpMF,GO:0003690
4091,GpMF,GO:0070696
394,GpMF,GO:0032561
50700,GpMF,GO:0016616
6880,GpMF,GO:0000988
23416,GpMF,GO:0016301
79039,GpMF,GO:0000988
483,GpMF,GO:0015662
653145,GpMF,GO:0005546
7442,GpMF,GO:0005216
90550,GpMF,GO:0022804
80312,GpMF,GO:0016491
1946,GpMF,GO:0030234
55728,GpMF,GO:0051731
4838,GpMF,GO:0030545
6331,GpMF,GO:0086006
3455,GpMF,GO:0019961
64412,GpMF,GO:0035326
54496,GpMF,GO:0008170
79621,GpMF,GO:0016893
474,GpMF,GO:0001159
93986,GpMF,GO:0044212
2033,GpMF,GO:0000977
27013,GpMF,GO:0019901
6561,GpMF,GO:0022857
84659,GpMF,GO:0042834
51256,GpMF,GO:0030234
2764,GpMF,GO:0019887
23630,GpMF,GO:0086008
491,GpMF,GO:0016817
431704,GpMF,GO:0005096
10089,GpMF,GO:0022836
6096,GpMF,GO:0000981
317781,GpMF,GO:0003724
64240,GpMF,GO:0016462
3725,GpMF,GO:0003682
949,GpMF,GO:0008329
7704,GpMF,GO:0035326
8509,GpMF,GO:0019213
10314,GpMF,GO:0042277
551,GpMF,GO:0016301
11105,GpMF,GO:0008170
1836,GpMF,GO:0022838
4292,GpMF,GO:0016462
3673,GpMF,GO:0043236
57194,GpMF,GO:0004012
27314,GpMF,GO:0005525
55975,GpMF,GO:0019787
2316,GpMF,GO:0001948
727851,GpMF,GO:0008536
9232,GpMF,GO:0004866
3098,GpMF,GO:0030246
4677,GpMF,GO:0004816
7011,GpMF,GO:0016779
6519,GpMF,GO:0015171
90,GpMF,GO:0004674
133,GpMF,GO:0005179
57558,GpMF,GO:0101005
79042,GpMF,GO:0004540
409,GpMF,GO:0032947
1193,GpMF,GO:0015267
55893,GpMF,GO:0000975
7272,GpMF,GO:0016772
79084,GpMF,GO:0030374
51377,GpMF,GO:0008233
4887,GpMF,GO:0016247
4856,GpMF,GO:1901681
23310,GpMF,GO:0003682
10908,GpMF,GO:0016788
23315,GpMF,GO:0015078
260425,GpMF,GO:0032947
123720,GpMF,GO:0008092
2113,GpMF,GO:0008134
10125,GpMF,GO:0005509
1237,GpMF,GO:0004950
6530,GpMF,GO:0005328
57119,GpMF,GO:0061135
11219,GpMF,GO:0008853
10249,GpMF,GO:0016747
1188,GpMF,GO:0005244
5724,GpMF,GO:0045028
4842,GpMF,GO:0004497
27068,GpMF,GO:0004721
8644,GpMF,GO:0047115
341350,GpMF,GO:0017171
11015,GpMF,GO:0046923
2625,GpMF,GO:0001227
1874,GpMF,GO:0000982
5897,GpMF,GO:0080025
7419,GpMF,GO:0022832
25769,GpMF,GO:0022891
23682,GpMF,GO:0017111
779,GpMF,GO:0005244
11194,GpMF,GO:0015399
3767,GpMF,GO:0015075
4715,GpMF,GO:0016651
29128,GpMF,GO:0000975
27252,GpMF,GO:0019787
4605,GpMF,GO:0003690
51067,GpMF,GO:0072545
1434,GpMF,GO:0005049
729756,GpMF,GO:0070011
3281,GpMF,GO:0003712
196743,GpMF,GO:0016491
9123,GpMF,GO:0008028
8553,GpMF,GO:0044212
70,GpMF,GO:0016817
26508,GpMF,GO:0000979
7494,GpMF,GO:0003690
6821,GpMF,GO:0016491
1500,GpMF,GO:0019900
27183,GpMF,GO:0016462
57459,GpMF,GO:0000977
5208,GpMF,GO:0019203
85451,GpMF,GO:0003729
6844,GpMF,GO:0043621
7181,GpMF,GO:0003707
1179,GpMF,GO:0022857
8445,GpMF,GO:0004712
79339,GpMF,GO:0004984
27019,GpMF,GO:0016817
2700,GpMF,GO:0022857
23155,GpMF,GO:0005216
10279,GpMF,GO:0017171
6496,GpMF,GO:0008134
1656,GpMF,GO:0019904
1730,GpMF,GO:0051020
57591,GpMF,GO:0019904
151449,GpMF,GO:0008083
5966,GpMF,GO:1990837
5583,GpMF,GO:0016301
5860,GpMF,GO:0070402
3760,GpMF,GO:0046873
8504,GpMF,GO:0008514
9775,GpMF,GO:0003729
5764,GpMF,GO:0019838
4783,GpMF,GO:0003712
116255,GpMF,GO:0016746
8877,GpMF,GO:0005516
54507,GpMF,GO:0008233
285349,GpMF,GO:0000977
152518,GpMF,GO:0044212
259290,GpMF,GO:0033038
2555,GpMF,GO:0005253
100287441,GpMF,GO:0019783
